seri,model,titles,year,km,color,prices,date,Il,Ilce,id,km_median,km / median
Taycan,GTS Sport Turismo,GEPARD-2022 NEW TAYCAN GTS SPORT TURISMO 598 HP ÖZEL SİPARİŞ,2022,6001,Kırmızı,9900000,2023-04-12,İstanbul,Beşiktaş,40,7450.0,0.805503355704698
911,Targa 4S,TK motors - 2009 PORSCHE 911 TARGA 4S PDK (997/2),2009,62000,Gri,5450000,2023-04-12,İstanbul,Bahçelievler,40,62000.0,1.0
911,Turbo,TK motors - 2002 PORSCHE 911 TURBO (996/2),2002,43000,Gümüş Gri,5750000,2023-04-12,İstanbul,Bahçelievler,40,106500.0,0.40375586854460094
911,Carrera 4,TK motors - 1997 PORSCHE 911 CARRERA 4 (993/2),1997,91000,Bordo,11950000,2023-04-12,İstanbul,Bahçelievler,40,24000.0,3.7916666666666665
911,Turbo,TK motors - 2010 PORSCHE 911 TURBO PDK (997/2),2010,62000,Beyaz,7250000,2023-04-12,İstanbul,Bahçelievler,40,64500.0,0.9612403100775194
Taycan,Turbo S,ÖZEL SİPARİŞ İLK SAHİBİNDEN TAYCAN TURBO S BAYİ-PDCC-S­OĞUTMA-PPF,2020,36000,Beyaz,8700000,2023-04-13,İstanbul,Beşiktaş,40,29000.0,1.2413793103448276
Panamera,Panamera Diesel,Bayi Çıkışlı \ Uzay Gri \ Sahibinden,2014,209000,Gri,4800000,2023-04-13,Ankara,Çankaya,7,155000.0,1.3483870967741935
Taycan,4S Performance Plus,PORCSHE TAYCAN 4S PERFORMANCE || PLUS EN FULL 571 HP,2021,7000,Lacivert,7500000,2023-04-13,Giresun,Bulancak,34,25000.0,0.28
Boxster,Boxster,'' ANL MOTORS '' 2011 PORSCHE BOXSTER 2.7 PDK/BAYİ/ISITMA,2011,99000,Sarı,2020000,2023-04-13,İstanbul,Bayrampaşa,40,99000.0,1.0
Panamera,Panamera Diesel,ARA MOTORS'DAN 2012 PANAMERA DİESEL V.BARIŞLI AİR+SOĞTMA,2012,135000,Beyaz,3250000,2023-04-13,Denizli,Pamukkale,25,205000.0,0.6585365853658537
Taycan,4 Cross Turismo,GEPARD|2021 PORSHE TAYCAN 4 CROSS TURISMO HATASIZ,2021,44932,Gri,5700000,2023-04-13,İstanbul,Beşiktaş,40,9000.0,4.992444444444445
911,GT3,GALLERIA-2021 PORSCHE 911 GT3 TOURING-ÖN AKS-SPOR EGZOZ-BOSE,2021,9000,Siyah,19200000,2023-04-13,İstanbul,Şişli,40,8000.0,1.125
Panamera,Panamera Diesel,SAHİBİNDEN HATASIZ BOYASIZ TRAMERSİZ,2012,209000,Beyaz,2795000,2023-04-13,Ankara,Etimesgut,7,205000.0,1.0195121951219512
Panamera,Panamera 4 Platinum Edition,ÇAKIROĞLU OTOMOTİV'DEN 2022 PANAMERA 4 PLATİNUM EDİTİON BAYİ,2022,7000,Siyah,11700000,2023-04-13,Düzce,Merkez,27,7000.0,1.0
911,Carrera,SS MOTORS 1998 PORSCHE 911 CARRERA-DARK BLUE METALLIC,1998,120871,Mavi,1495000,2023-04-13,İstanbul,Şişli,40,161198.0,0.7498294023499051
911,Carrera 4S,NASYONEL DOĞUŞ 2025 GARANTİ 20JANT SPOR EGSOZ CARBON SOĞTMA BOSE,2016,27492,Beyaz,8200000,2023-04-13,İstanbul,Beşiktaş,40,35000.0,0.7854857142857142
Taycan,4S Performance Plus,2021 BAYİ TAYCAN 4S PERFORMANS PLUS ARKA AKS-22KW SARJ - %18 KDV,2021,44932,Lacivert,6599000,2023-04-13,Ankara,Yenimahalle,7,25000.0,1.79728
Panamera,Panamera 4S,DOĞUŞ BAYİİ 2012 PORSCHE PANAMERA 4S 4.8 MOTOR HATASIZ AYARINDA,2012,264000,Beyaz,3590000,2023-04-13,İzmir,Torbalı,41,140000.0,1.8857142857142857
911,Carrera,BAYİİ ÇIKIŞLI PORSCHE 911,2005,146000,Gümüş Gri,3200000,2023-04-13,Adana,Çukurova,1,146000.0,1.0
Panamera,Panamera Diesel,Hatasız Porche Panamera air pusula sogutma ısıtma En Dolusu,2012,162000,Beyaz,3175000,2023-04-13,İstanbul,Eyüpsultan,40,205000.0,0.7902439024390244
Taycan,Turbo,YENİKÖY MOTORS KARTAL 2020 TAYCAN TURBO - PASSENGER DISPLAY,2020,44991,Beyaz,7350000,2023-04-13,İstanbul,Kartal,40,27000.0,1.6663333333333334
911,Carrera,- AYAZ MOTORS 2012 PORSCHE CARRERA 911 BAYİ,2012,69000,Siyah,5250000,2023-04-13,İstanbul,Kadıköy,40,82489.0,0.8364751663858211
Panamera,Panamera Diesel,SAVAŞ AUTO 2012 3.0 DİESEL VADE TAKAS OLUR,2012,249000,Beyaz,2590000,2023-04-13,İstanbul,Bağcılar,40,205000.0,1.2146341463414634
Cayman,Cayman,2007 Porsche Cayman 2.7,2007,174000,Siyah,1800000,2023-04-13,İzmir,Bayraklı,41,96000.0,1.8125
Panamera,Panamera Diesel,PANEMERA BAYİİİ DOĞUŞ TEMİZZ TRAMER YOK,2015,159000,Beyaz,4000000,2023-04-13,Tekirdağ,Süleymanpaşa,73,136500.0,1.164835164835165
Taycan,4S Performance Plus,PORSCHE TAYCAN 4S PERFORMANCE PLUS-BAYİ-HATASIZ,2020,16000,Beyaz,5750000,2023-04-13,Samsun,Atakum,67,22000.0,0.7272727272727273
Taycan,4S Performance Plus,İMPERİAL MOTORS 2021 PORSCHE TAYCAN 4S PERFORMANCE PLUS BOSE,2021,25000,Siyah,4900000,2023-04-13,Ankara,Çankaya,7,25000.0,1.0
Taycan,Turbo S,2020 PORSCHE TAYCAN TURBO S DOĞUŞ ÇIKIŞ BAYİİ GARANTİLİ,2020,29000,Siyah,6200000,2023-04-13,İstanbul,Eyüpsultan,40,29000.0,1.0
Boxster,Boxster,2007 DOĞUŞ ÇIKIŞLI CHRONO+BOSE+IS­ITMA+EGZOZ+LED STOP+MULTİMEDİA,2007,83000,Kırmızı,1420000,2023-04-13,İstanbul,Bağcılar,40,83000.0,1.0
911,Carrera 4S,SS MOTORS BAYİ 2013 911 CARRERA 4S-CHRONO-SOĞUT­MA-BOSE-36.615 KM,2013,36615,Siyah,6500000,2023-04-13,İstanbul,Şişli,40,54632.0,0.670211597598477
911,Carrera 4 GTS,ATA CAR 2023 MODEL PORSCHE CARRERA 4 GTS,2022,45144,Siyah,16250000,2023-04-13,İstanbul,Bakırköy,40,6100.0,7.400655737704918
Panamera,Panamera Diesel,HASAR KAYITSIZ 160 KM DE İÇİ DIŞI TEMİZ VE BAKIMLI ARABA,2012,160000,Beyaz,3200000,2023-04-13,Eskişehir,Odunpazarı,32,205000.0,0.7804878048780488
911,Carrera 4,GARAGE 2006 PORSCHE CARRERA 4/ISITMA/CHRO­NO/BOSE/BAYİ,2006,60672,Gri,3375000,2023-04-13,İstanbul,Beykoz,40,60672.0,1.0
Taycan,Turbo,NARİN'DEN 2021 PORSCHE TAYCAN TURBO CHRONO 680 HP BAYİ ÇIKIŞLI,2021,22658,Gri,6300000,2023-04-13,İstanbul,Beşiktaş,40,22658.0,1.0
Taycan,Turbo,TARGET MOTORS 2020 TAYCAN TURBO BOSE+YOLCU+SĞT­M+18KLTK+680HP,2020,27546,Kırmızı,6750000,2023-04-13,İstanbul,Beşiktaş,40,27000.0,1.0202222222222221
911,GT3,ATA CAR 2023 MODEL PORSCHE 911 GT3,2022,6001,Siyah,17250000,2023-04-13,İstanbul,Bakırköy,40,6950.0,0.863453237410072
911,Carrera GTS,BAYI CIKISLI HASARSIZ GARANTILI PORSCHE 991.2 911 4 GTS,2017,35000,Füme,12000000,2023-04-13,İstanbul,Beşiktaş,40,35000.0,1.0
Panamera,Panamera Diesel,HATASIZ KUSURSUZ BAKIMLARI YENİ,2012,275000,Siyah,2750000,2023-04-13,Balıkesir,Bandırma,12,205000.0,1.3414634146341464
Taycan,Turbo S,ÖZGÖRKEY OTOMOTİV BORNOVA 2020 MODEL PORSCHE TAYCAN TURBO S,2020,34125,Gri,5899900,2023-04-13,İzmir,Bornova,41,29000.0,1.1767241379310345
Panamera,Panamera,ATA CAR 2022 MODEL PORSCHE PANAMERA4 M.MEDYA S.EGZOS BURMESTER,2022,6001,Siyah,12750000,2023-04-13,İstanbul,Bakırköy,40,6001.0,1.0
Panamera,Panamera Diesel,-A Y Ş İ T-2013-GTS-CHRON­O-AIRMATIC-SOĞU­TMA-VAKUM-KYLESS,2013,220000,Siyah,2950000,2023-04-13,Gaziantep,Şehitkamil,33,178000.0,1.2359550561797752
Panamera,Panamera Diesel,DOĞUŞ ÇIKIŞLI SAHİBİNDEN PORSCHE PANAMERA,2014,249000,Kahverengi,3650000,2023-04-13,İstanbul,Ataşehir,40,155000.0,1.6064516129032258
Panamera,Panamera 4,"2012 Bayii Cok Temiz Panamera 4 ,69.000KM orjinal",2012,69000,Siyah,3600000,2023-04-13,İstanbul,Beşiktaş,40,175000.0,0.3942857142857143
911,Carrera,- AYAZ MOTORS 2012 PORSCHE CARRERA 911 BAYİ,2012,69000,Siyah,4750000,2023-04-13,İstanbul,Kadıköy,40,82489.0,0.8364751663858211
911,Carrera GTS,BAYI CIKISLI HASARSIZ GARANTILI PORSCHE 991.2 911 4 GTS,2017,35000,Füme,11000000,2023-04-13,İstanbul,Beşiktaş,40,35000.0,1.0
Taycan,Turbo S,ÖZEL SİPARİŞ İLK SAHİBİNDEN TAYCAN TURBO S BAYİ-PDCC-S­OĞUTMA-PPF,2020,36000,Beyaz,7700000,2023-04-13,İstanbul,Beşiktaş,40,29000.0,1.2413793103448276
Boxster,Boxster,'' ANL MOTORS '' 2011 PORSCHE BOXSTER 2.7 PDK/BAYİ/ISITMA,2011,99000,Sarı,2060000,2023-04-13,İstanbul,Bayrampaşa,40,99000.0,1.0
911,Turbo S,tertemiz vergi barışlı,2011,56000,Siyah,9500000,2023-04-13,İstanbul,Beşiktaş,40,56750.0,0.986784140969163
Panamera,Panamera Diesel,2012-PANEMRE-TAM DOLU-CARBON-BOSE-4 KLTK ISITMA SOGUTMA-G GÖRÜŞ,2012,240000,Siyah,2569000,2023-04-13,İzmir,Gaziemir,41,205000.0,1.170731707317073
Taycan,4S Performance Plus,2021 BAYİ TAYCAN 4S PERFORMANS PLUS ARKA AKS-22KW SARJ - %18 KDV,2021,44932,Lacivert,6299000,2023-04-13,Ankara,Yenimahalle,7,25000.0,1.79728
911,Carrera,BAYİİ ÇIKIŞLI PORSCHE 911,2005,146000,Gümüş Gri,3250000,2023-04-13,Adana,Çukurova,1,146000.0,1.0
Panamera,Panamera Diesel,Hatasız Porche Panamera air pusula sogutma ısıtma En Dolusu,2012,162000,Beyaz,3000000,2023-04-13,İstanbul,Eyüpsultan,40,205000.0,0.7902439024390244
Taycan,Turbo,YENİKÖY MOTORS KARTAL 2020 TAYCAN TURBO - PASSENGER DISPLAY,2020,44991,Beyaz,6750000,2023-04-13,İstanbul,Kartal,40,27000.0,1.6663333333333334
Boxster,Boxster,2007 DOĞUŞ ÇIKIŞLI CHRONO+BOSE+IS­ITMA+EGZOZ+LED STOP+MULTİMEDİA,2007,83000,Kırmızı,1395000,2023-04-13,İstanbul,Bağcılar,40,83000.0,1.0
Panamera,Panamera Diesel,Bayi Çıkışlı \ Uzay Gri \ Sahibinden,2014,209000,Gri,4850000,2023-04-13,Ankara,Çankaya,7,155000.0,1.3483870967741935
Taycan,4 Cross Turismo,GEPARD-2021 PORSHE TAYCAN 4 CROSS TURISMO HATASIZ,2021,44932,Gri,5700000,2023-04-13,İstanbul,Beşiktaş,40,9000.0,4.992444444444445
Panamera,Panamera Diesel,SAHİBİNDEN HATASIZ BOYASIZ TRAMERSİZ,2012,209000,Beyaz,2675000,2023-04-13,Ankara,Etimesgut,7,205000.0,1.0195121951219512
Panamera,Panamera Diesel,2012-PANEMRE-TAM DOLU-CARBON-BOSE-4 KLTK ISITMA SOGUTMA-G GÖRÜŞ,2012,240000,Siyah,2495000,2023-04-13,İzmir,Gaziemir,41,205000.0,1.170731707317073
Panamera,Panamera Diesel,Hatasız Porche Panamera air pusula sogutma ısıtma En Dolusu,2012,162000,Beyaz,3020000,2023-04-13,İstanbul,Eyüpsultan,40,205000.0,0.7902439024390244
911,Carrera 4 GTS,ATA CAR 2023 MODEL PORSCHE CARRERA 4 GTS,2022,6001,Siyah,16250000,2023-04-13,İstanbul,Bakırköy,40,6100.0,0.9837704918032787
911,Carrera 4,GARAGE 2006 PORSCHE CARRERA 4/ISITMA/CHRO­NO/BOSE/BAYİ,2006,60672,Gri,3495000,2023-04-13,İstanbul,Beykoz,40,60672.0,1.0
Panamera,Panamera,ATA CAR 2023 MODEL PORSCHE PANAMERA4 M.MEDYA S.EGZOS BURMESTER,2022,6001,Siyah,12750000,2023-04-13,İstanbul,Bakırköy,40,6001.0,1.0
Panamera,Panamera Diesel,DEMİR GROUP DAN HATASIZ BOYASIZ PANAMERA 144 BİN KM DE EMSALSİZ,2013,144000,Beyaz,4600000,2023-04-14,Bursa,Nilüfer,21,178000.0,0.8089887640449438
Cayman,Cayman,HATASIZ EMSALSİZ ''87 BİN KM'',2011,87000,Beyaz,1999000,2023-04-14,Ankara,Çankaya,7,87000.0,1.0
Taycan,4 Cross Turismo,2022-DOĞUŞ-TAYCAN 4 CROSS TURISMO-SOĞUTMA-360 KAMRA-AİRMATİC,2022,6161,Siyah,6200000,2023-04-14,Trabzon,Ortahisar,75,25720.0,0.2395412130637636
Boxster,Boxster,1997 PORSCHE BOXSTER OTOMATİK CABRİO KUSURSUZ İÇİ KIRMIZI,1997,150000,Gümüş Gri,1000000,2023-04-14,İstanbul,Beykoz,40,150000.0,1.0
Taycan,4S Performance Plus,2022 DOĞUŞ ÇIKIŞLI TAYCAN 4S PERFORMANCE PLUS BOYASIZ,2022,45052,Siyah,6950000,2023-04-14,Antalya,Serik,8,9384.0,4.800937766410912
Taycan,Turbo S,-VEGAS MOTORS-2020 PORSCHE TAYCAN TURBO S BAYİ A.AKS SERAMİK AİR,2020,44932,Siyah,8500000,2023-04-14,İstanbul,Kadıköy,40,29000.0,1.5493793103448277
Panamera,Panamera 4S Diesel,KOYUNCU AUTO BAYİİ 2016 PANAMERA 4S DİESEL HATASIZ TAM DOLU,2016,53000,Siyah,9150000,2023-04-14,Mersin,Erdemli,58,73000.0,0.726027397260274
Cayman,Cayman,AYAR AUTO 2008 PORSCHE CAYMAN 2.7 BOSE CHRONO ISITMA SPOR EGZOZ,2008,118000,Füme,1675000,2023-04-14,İstanbul,Bakırköy,40,118000.0,1.0
Taycan,Turbo S,- MAJESTY - 2020 TAYCAN TURBO S CARBON AIRMATIC YOLCU EKRAN BAYİ,2020,14000,Gri,7500000,2023-04-14,İstanbul,Kadıköy,40,29000.0,0.4827586206896552
Panamera,Panamera 4S Diesel,AER MOTORS/2017 HATASIZ PANAMERA 4S DİESEL TURBO KANAT-360KAMERA,2017,99000,Beyaz,8850000,2023-04-14,Antalya,Manavgat,8,99000.0,1.0
Taycan,4S Performance Plus,BERLİN MOTORS'DAN 2021 ÇIKIŞLI PORSCHE TAYCAN 4SPERFORMANCE PLUS,2020,13000,Gri,6000000,2023-04-14,İstanbul,Beylikdüzü,40,22000.0,0.5909090909090909
Taycan,4S Performance Plus,HATASIZ 2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS+CHRONO+SOĞUTMA,2020,18000,Siyah,5290000,2023-04-14,İstanbul,Kadıköy,40,22000.0,0.8181818181818182
Taycan,4S Performance Plus,ELITE AUTO 2020 TAYCAN 4S PP SPORTDSIGN HEAD-UP AKS ACC BOSE 21J,2020,26000,Siyah,5275000,2023-04-14,İstanbul,Bakırköy,40,22000.0,1.1818181818181819
Taycan,4S Performance Plus,MODENA MOTORS 2020 PORSCHE TAYCAN 4S PERFORMANS PLUS+ARKA AKS,2020,45076,Siyah,5075000,2023-04-14,İstanbul,Kadıköy,40,22000.0,2.048909090909091
Panamera,Panamera Diesel,BORZ MOTOR'DAN 2012 PANAMERA 3.0 D 109.000KM+AİR+C­HRONO+HATASIZ!,2012,109000,Siyah,3499900,2023-04-14,İstanbul,Bahçelievler,40,205000.0,0.5317073170731708
Panamera,Panamera Diesel,MELİNDA MOTORS''TAN 2015 PANERAMA TR DE TEK,2015,140000,Siyah,4750000,2023-04-14,İstanbul,Zeytinburnu,40,136500.0,1.0256410256410255
Panamera,Panamera Diesel,2013 PLATİNUM EDİTİON VAKUM ISITMA SOĞUTMA BOSE CARBON PUSULA,2013,267000,Beyaz,2950000,2023-04-14,Mersin,Yenişehir,58,178000.0,1.5
Panamera,Panamera Diesel,MFK MOTORS HATASIZ PANAMERA İÇİ BEJ GTS CARBON CHRONE FULL 300HP,2013,209000,Beyaz,3550000,2023-04-14,Antalya,Manavgat,8,178000.0,1.1741573033707866
Taycan,Taycan,NİĞDELİLER 2022 Porsche Taycan Performance Plus 408hp / 6444,2022,7159,Siyah,6289000,2023-04-14,İzmir,Gaziemir,41,7159.0,1.0
Taycan,4S Performance Plus,BMotors Plaza 2022 BAYİ TAYCAN 4S P.PLUS AİR Y.EKRANI BOSE SOGTM,2022,6001,Siyah,6650000,2023-04-14,Sivas,Merkez,72,9384.0,0.6394927536231884
911,Carrera 4S,ANKA'DAN BAYİ ÇIKIŞLI DÜŞÜK KM PORSCHE CARRERA 4S 400 HP,2011,64000,Beyaz,3250000,2023-04-14,İstanbul,Kadıköy,40,64000.0,1.0
Taycan,4S Performance Plus,Sahibinden...,2020,27000,Siyah,6400000,2023-04-14,Adana,Ceyhan,1,22000.0,1.2272727272727273
Taycan,4S Performance Plus,İLK SAHİBİNDEN GARANTİSİ UZATILMIŞ.,2020,45000,Siyah,4875000,2023-04-14,Antalya,Kemer,8,22000.0,2.0454545454545454
Panamera,Panamera Diesel,KOYUNCU AUTO BAYİ 2012 PORSCHE PANAMERA HATASIZ BOSE TAM FULL,2012,116000,Beyaz,3425000,2023-04-14,Mersin,Erdemli,58,205000.0,0.5658536585365853
Cayman,Cayman,POSH MOTORS_2008 PORSCHE CAYMAN MANUEL-BAYİ ÇIKIŞLI,2008,146000,Siyah,1550000,2023-04-14,İstanbul,Pendik,40,118000.0,1.2372881355932204
718,Cayman,NASYONEL BAYİ GT4 AERO KIT OZ JANT SEMI SLICK BOSE PDLS+ CHRONO,2017,630005,Kırmızı,3645000,2023-04-14,İstanbul,Beşiktaş,40,49000.0,12.857244897959184
Taycan,4S Performance Plus,CAR-LEO 2022 TAYCAN 4S PERFORMANS PLUS ARKA AKS 21 JANT,2022,6001,Siyah,6990000,2023-04-14,İstanbul,Bağcılar,40,9384.0,0.6394927536231884
Panamera,Panamera Diesel,REGERA MOTORS 2013 PORSCHE PANAMERA DIESEL - MARSHALLA SOĞUTMA,2013,238000,Siyah,2640000,2023-04-14,İstanbul,Bakırköy,40,178000.0,1.3370786516853932
Panamera,Panamera Diesel,İÇİ DIŞI ÇOK GÜZEL VE TEMİZ BAKIMLI SIFIR GİBİ TEMİZZ,2012,192000,Beyaz,3000000,2023-04-14,Eskişehir,Odunpazarı,32,205000.0,0.9365853658536586
Panamera,Panamera Diesel,ÇELİKLER LUXURY CARS,2013,92000,Füme,4080000,2023-04-14,Antalya,Muratpaşa,8,178000.0,0.5168539325842697
Taycan,4S Performance Plus,ALKAN AŞ 2020 PORSCHE TAYCAN 4S PERF.PLUS-TRUF-S­OĞUTMA-11.000km,2020,11000,Siyah,5100000,2023-04-14,Ankara,Çankaya,7,22000.0,0.5
Panamera,Panamera Diesel,ARSLAN OTOMOTİV/BAYİ/BOYA­SIZ/300HP/EDITİON/B­OSE/CARBON/4BÖLGE/,2015,165000,Siyah,3925000,2023-04-14,Afyonkarahisar,Merkez,0,136500.0,1.2087912087912087
Cayman,Cayman,ÇINARAY AUTO PORSCHE CAYMAN 2.9 PDK 265 HP 87.000 KM,2011,98000,Beyaz,2380000,2023-04-14,Ankara,Yenimahalle,7,87000.0,1.1264367816091954
Panamera,Panamera Diesel,PORSCHE PANAMERA DIESEL PLATINUM EDITION ORJ 118BİN KM,2012,118000,Beyaz,3200000,2023-04-14,İstanbul,Sancaktepe,40,205000.0,0.5756097560975609
Taycan,4S Performance Plus,HATASIZ 2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS-CHRONO -360°-BOSE,2020,32000,Füme,5500000,2023-04-14,Ankara,Çankaya,7,22000.0,1.4545454545454546
911,Targa 4S,ARES'DEN 2007 911 TARGA 4S,2007,160000,Siyah,3250000,2023-04-14,Ankara,Çankaya,7,160000.0,1.0
Panamera,Panamera 4,Hatasız boyasız bayi çıkışlı,2011,64000,Mavi,4050000,2023-04-14,Ankara,Keçiören,7,170000.0,0.3764705882352941
Panamera,Panamera Diesel,2012 PANAMERA GTS PAKET AİR CARBON CHRONO TURBO JANT,2012,245000,Siyah,2600000,2023-04-14,İstanbul,Başakşehir,40,205000.0,1.1951219512195121
Panamera,Panamera 4,Hatasız boyasız bayi çıkışlı,2011,64000,Mavi,3549000,2023-04-14,Ankara,Keçiören,7,170000.0,0.3764705882352941
Panamera,Panamera 4S Diesel,AER MOTORS/2017 HATASIZ PANAMERA 4S DİESEL TURBO KANAT-360KAMERA,2017,99000,Beyaz,8880000,2023-04-14,Antalya,Manavgat,8,99000.0,1.0
Panamera,Panamera 4,"İLK SAHİBİNDEN UZATILMIŞ GARANTİ , VERGİ BARIŞLI",2011,99000,Bej,2950000,2023-04-14,İstanbul,Zeytinburnu,40,170000.0,0.5823529411764706
Taycan,4S Performance Plus,Sahibinden...,2020,27000,Siyah,6120000,2023-04-14,Adana,Ceyhan,1,22000.0,1.2272727272727273
Cayman,Cayman,POSH MOTORS_2008 PORSCHE CAYMAN MANUEL-BAYİ ÇIKIŞLI,2008,144000,Siyah,1625000,2023-04-14,İstanbul,Pendik,40,118000.0,1.2203389830508475
Taycan,Turbo,ULAŞ AUTO'DAN 2020 PORSCHE TAYCAN TURBO 680PS,2020,50000,Beyaz,4950000,2023-04-14,İstanbul,Esenyurt,40,27000.0,1.8518518518518519
Panamera,Panamera Turbo,İLK SAHİBİNDEN YABANCIDAN YABANCIYA Foreigner to Foreigner,2014,160000,Siyah,1295000,2023-04-15,Bursa,Nilüfer,21,160000.0,1.0
911,Carrera 4S,ZABA MOTORS'DAN 2011 PORSCHE 911 CARRERA 4S CABRİO 34.000 KM,2011,34000,Beyaz,5250000,2023-04-15,İstanbul,Bağcılar,40,64000.0,0.53125
Taycan,4S Performance Plus,2020~BAYİ~TAYCAN 4S PERFORMANCE PLUS 571Hp.YOLCU EKRAN+BOSE+AİR,2020,19000,Siyah,5280000,2023-04-15,Trabzon,Ortahisar,75,22000.0,0.8636363636363636
Panamera,Panamera Diesel,ELİT MOTORS PORSCHE PANAMERA HATASIZ BOYASIZ BAYİİ STATÜSÜNDE,2012,179000,Beyaz,3150000,2023-04-15,Konya,Karatay,53,205000.0,0.8731707317073171
911,Carrera 4S,ARVENT MOTORS 2013 PORSCHE 911CARRERA 4S,2013,141000,Beyaz,7000000,2023-04-15,İstanbul,Ataşehir,40,54632.0,2.5809049641235906
Cayman,Cayman,2014 PORSCHE CAYMAN 53 BİN KM BAYİ ÇIKIŞLI,2014,53000,Siyah,3250000,2023-04-15,İstanbul,Üsküdar,40,54000.0,0.9814814814814815
Taycan,4S Performance Plus,ŞİRAZİ MOTORS 2020 TAYCAN 4S PERFORMANCE PLUS HATASIZ BOYASIZ,2020,40000,Gri,4850000,2023-04-15,Antalya,Muratpaşa,8,22000.0,1.8181818181818181
911,Carrera 4S,"EYMEN MOTORS 2014 BAYİİ İÇİ KIRMIZI SOĞTMA,EGZOS,GTS BOYD KİT",2014,70000,Sarı,6855000,2023-04-15,İstanbul,Bağcılar,40,56000.0,1.25
Panamera,Panamera Diesel,2014 PANAMERA 3.0 D TİPTRONİC BAYİİ,2014,159000,Siyah,3760000,2023-04-15,İstanbul,Bağcılar,40,155000.0,1.0258064516129033
Panamera,Panamera Diesel,2015 PANAMERA DİZEL HATASIZ VAKUM /ELK BAGAJ/ISITMA/­SOĞUTMA/BAYİ,2015,147000,Siyah,4275000,2023-04-15,İzmir,Buca,41,136500.0,1.0769230769230769
Panamera,Panamera Diesel,SAR MOTOR'S DAN 2012 HATASIZ BOYASIZ TRAMERSİZ VERGİ BARIŞLI,2012,160000,Beyaz,3125000,2023-04-15,Denizli,Merkezefendi,25,205000.0,0.7804878048780488
Panamera,Panamera 4,CRK AUTO 2012 MODEL PANAMERA 4 BAYİ,2012,198000,Beyaz,3050000,2023-04-15,İstanbul,Küçükçekmece,40,175000.0,1.1314285714285715
Taycan,4S Performance Plus,MILLIENIUM 2020 TAYCAN 4S PERFORMANCE PLUS,2020,42278,Siyah,4645000,2023-04-15,İzmir,Gaziemir,41,22000.0,1.9217272727272727
Panamera,Panamera GTS,''RUN MOTORS'' 2012 MODEL PORCHE PANAMERA GTS FULL !!!,2012,96000,Beyaz,3999999,2023-04-15,İstanbul,Bakırköy,40,96000.0,1.0
Panamera,Panamera 4S Diesel,NOBEL MOTORS 2016 PORSCHE PANAMERA 4S DİESEL BAYİ-CHRONO-SOĞUTMA,2016,32438,Gri,9450000,2023-04-15,İstanbul,Sarıyer,40,73000.0,0.4443561643835616
Taycan,4S Performance Plus,SEVENAUTO 4S PERFORMANCE PLUS ISITM SOĞUTMA HAFIZA MASAJ BOSE,2020,6001,Beyaz,5600000,2023-04-15,İzmir,Gaziemir,41,22000.0,0.2727727272727273
Taycan,4 Cross Turismo,-VIPCAR- TAYCAN 4 CROSS TOURISMO,2022,44932,Siyah,6450000,2023-04-15,İstanbul,Bakırköy,40,25720.0,1.7469673405909798
Panamera,Panamera 4,2011 PANAMERA4 3.6 OTOMATİK 220.000 KMDE,2011,220000,Beyaz,2050000,2023-04-15,Kocaeli,Körfez,52,170000.0,1.2941176470588236
Panamera,Panamera Diesel,2012 BAYİ ÇIKIŞLI HATASIZ BOYASIZ DEĞİŞENSİZ PORSCHE PANAMERA,2012,158000,Gri,3145000,2023-04-15,Antalya,Kepez,8,205000.0,0.7707317073170732
Taycan,Turbo S,SS MOTORS BAYİ 2020 TAYCAN TURBO S-SERAMİK-C­ARBON-YOLCU EKR.-360,2020,37961,Beyaz,7695000,2023-04-15,İstanbul,Şişli,40,29000.0,1.309
911,Carrera 4S,"REFORM MOTORS 2016 911 CARRERA 4S MAKYAJLI ""SOĞUTMA+MA­TRİX+LİFT""",2016,45044,Siyah,8200000,2023-04-15,İstanbul,Bağcılar,40,35000.0,1.2869714285714287
Taycan,4S Performance Plus,2022 PORSCHE TAYCAN 4S PERFORMANCE PLUS 571HP BAYİİ YOLCU EKRANI,2022,45052,Mavi,6550000,2023-04-15,İstanbul,Bağcılar,40,9384.0,4.800937766410912
Taycan,4S Performance Plus,DB OTOMOTİVDEN TAYCAN 4S PERFORMANCE PLUS SPORT DESING,2020,14000,Siyah,4750000,2023-04-15,Adana,Çukurova,1,22000.0,0.6363636363636364
Panamera,Panamera Diesel,"REFORM MOTORS 2012 PANAMERA DİESEL ""VERGİ BARIŞ+VAKUM+BOSE""",2012,92000,Siyah,2950000,2023-04-15,İstanbul,Bağcılar,40,205000.0,0.44878048780487806
Panamera,Panamera Diesel,'AUTO BEST' 2012 PANAMERA FACELİFT VERGİ BARIŞLI HATASIZ BOYASIZ,2012,220000,Kırmızı,3680000,2023-04-15,İstanbul,Maltepe,40,205000.0,1.0731707317073171
Taycan,4S Performance Plus,4S PERFORMANCE PLUS 571-ARKA AKS-YOLCU EKRANLI-AIRM­ATIC-HATASIZ,2020,11000,Beyaz,5570000,2023-04-15,Ankara,Çankaya,7,22000.0,0.5
Taycan,Taycan,Sahibinden,2021,31352,Siyah,4800000,2023-04-15,İzmir,Karşıyaka,41,17500.0,1.791542857142857
